ident;type;name;elevation_ft;continent;iso_country;iso_region;municipality;gps_code;local_code;coordinates
BR-1798;small_airport;Fazenda Panamby Airport;1247.0;SA;BR;BR-MT;Querência;SSQD;MT0310;-13.046913, -52.177243
BR-1799;heliport;Frysk  Heliport;108.0;SA;BR;BR-BA;Conde;SSQF;BA0221;-11.827738, -37.636221
BR-1800;small_airport;Fazenda Bom Gosto Airport;518.0;SA;BR;BR-PA;Rondon do Pará;SSQG;PA0129;-4.871802, -48.957443
BR-1801;small_airport;Fazenda Sequóia Airport;3701.0;SA;BR;BR-MG;Setubinha;SSQO;MG0188;-17.653191, -42.265834
BR-1802;small_airport;Fazenda Rancho Alegre Airstrip;535.0;SA;BR;BR-MS;Rio Verde de Mato Grosso;SSRL;MS0327;-18.794444, -55.246389
BR-1803;small_airport;Fazenda Santos Reis Airport;741.0;SA;BR;BR-PA;Rio Maria;SSRM;PA0130;-7.406999, -50.06895
BR-1804;heliport;Serra do Curral Heliport;3645.0;SA;BR;BR-MG;Belo Horizonte;SSRN;MG0273;-19.952493, -43.91849
BR-1805;small_airport;Fazenda Arrojadinho Airport;2641.0;SA;BR;BR-BA;Jaborandi;SSRO;BA0162;-13.930201, -45.554058
BR-1806;heliport;Reik Heliport;10.0;SA;BR;BR-SP;Guarujá;SSRQ;SP0776;-23.960629, -46.182583
BR-1807;heliport;Sítio Rosa Mística Heliport.;1781.0;SA;BR;BR-SP;Matão;SSRT;SP0777;-21.537077, -48.504512
BR-1808;heliport;Recanto da Serra Heliport;115.0;SA;BR;BR-RJ;Itaguaí;SSRX;RJ0148;-22.81399, -43.810971
BR-1809;closed;Lorenzon Airstrip;2231.0;SA;BR;BR-RS;Garibaldi;;;-29.27963, -51.546382
BR-1810;small_airport;Fazenda Rancharia Airport;400.0;SA;BR;BR-MS;Água Clara;;MS0684;-19.913024, -56.017914
BR-1811;small_airport;Teutofly Airport;239.0;SA;BR;BR-RS;Teutônia;SN22;RS0203;-29.482236, -51.848535
BR-1812;heliport;Helicentro Catarina Heliport;49.0;SA;BR;BR-SC;Joinville;SN26;SC0211;-26.275278, -48.906667
BR-1813;small_airport;Fazenda Nossa Senhora do Carmo Airstrip;794.0;SA;BR;BR-TO;Porto Nacional;SN27;TO0096;-10.504109, -48.306804
BR-1814;heliport;Condomínio Heliport;;SA;BR;BR-MG;Contagem;SN28;MG0478;-19.854167, -44.040278
BR-1815;heliport;Birmann 32 Helipad;2792.0;SA;BR;BR-SP;São Paulo;SN66;SP1428;-23.589303, -46.682436
BR-1816;small_airport;Fazenda Pé de Cedro Airport;1119.0;SA;BR;BR-MT;Peixoto de Azevedo;SN67;MT0905;-9.757829, -53.701977
BR-1817;small_airport;Fazenda Brejon Airstrip;2001.0;SA;BR;BR-MS;Camapuã;SSJJ;MS0290;-19.48, -53.6975
BR-1818;small_airport;Alfa Airport Posse;2352.0;SA;BR;BR-SP;São Paulo;SNUF;SP0854;-22.572222, -46.942222
BR-1819;small_airport;Fazenda Brasília Airport;1781.0;SA;BR;BR-MT;Rondonópolis;SN69;MT0813;-16.608919, -54.913112
BR-1820;small_airport;Fazenda Boa União Airport;1217.0;SA;BR;BR-MS;Juti;SN23;MS0617;-22.786979, -54.491887
BR-1821;heliport;Hermitage Heliport;243.0;SA;BR;BR-RJ;Niterói;SWJK;RJ0175;-22.915697, -42.991753
BR-1822;heliport;CEO Helipad;230.0;SA;BR;BR-RJ;Rio de Janeiro;SWIO;RJ0158;-22.985041, -43.35897
BR-1823;heliport;RR76 Clube Espanhol Heliport;98.0;SA;BR;BR-BA;Salvador;SWRR;BA0235;-13.00928, -38.520328
BR-1824;small_airport;Fazenda Nego Velho Airport;876.0;SA;BR;BR-MT;Castanheira;SWQN;MT0382;-10.97694, -58.444607
BR-1825;small_airport;Aero Park Airport;420.0;SA;BR;BR-PI;Teresina;SWRQ;PI0045;-5.060555, -42.674444
BR-1826;small_airport;Estância Buriti  Airport;102.0;SA;BR;BR-AM;Autazes;SN33;AM0095;-3.544444, -59.777222
BR-1827;small_airport;Evandro Moreira Airport;302.0;SA;BR;BR-PA;Paragominas;SN43;PA0286;-3.09124, -47.419629
BR-1828;small_airport;Sítio Primavera Airport;725.0;SA;BR;BR-PA;Itaituba;SWJZ;PA0166;-6.422403, -55.44731
BR-1829;heliport;Gama Terra Heliport;1962.0;SA;BR;BR-SP;Ituverava;SN49;SP1353;-20.346005, -47.79002
BR-1830;small_airport;Fazenda Córrego Fundo Airport;1296.0;SA;BR;BR-MS;Nova Andradina;SN44;MS0543;-21.699479, -53.439312
BR-1831;small_airport;Fazenda Lagoa Baia da Saudade Airport;886.0;SA;BR;BR-MT;Cocalinho;SJIN;MT0183;-14.461088, -51.075565
BR-1832;small_airport;Trancoso Rio Frade Airstrip;256.0;SA;BR;BR-BA;Porto Seguro;SJFR;BA0108;-16.585556, -39.235833
BR-1833;small_airport;Fazenda Montesion Airport;1909.0;SA;BR;BR-PR;Toledo;SIYM;PR0053;-24.881409, -53.754773
BR-1834;heliport;FASAM Heliport;2717.0;SA;BR;BR-GO;Goiânia;SN47;GO0309;-16.721789, -49.236739
BR-1835;heliport;HeliXtrema Heliport;3002.0;SA;BR;BR-MG;Extrema;SN62;MG0545;-22.836235, -46.341036
BR-1836;small_airport;Fazenda Água Doce Airport;2700.0;SA;BR;BR-BA;Jaborandi;SWIJ;BA0180;-14.050531, -45.593456
BR-1837;small_airport;Fazenda Tulipa Airstrip;1716.0;SA;BR;BR-GO;Campinorte;SDHK;GO0039;-14.110839, -49.046264
BR-1838;small_airport;Passo Fundo Agro Airstrip;2726.0;SA;BR;BR-BA;Barreiras;SN39;BA0425;-11.876389, -46.255278
BR-1839;small_airport;BEMAD Caxiuanã Airport;66.0;SA;BR;BR-PA;Melgaço;SN38;PA0358;-1.799722, -51.713611
BR-1840;heliport;Almarias Heliport;2536.0;SA;BR;BR-SP;Jarinu;SN48;SP1455;-23.135215, -46.78413
BR-1841;small_airport;Bom Jardim Community Runway;328.0;SA;BR;BR-PA;Itaituba;;;-5.760369, -56.891198
BR-1842;closed;Fábrica Pirelli Heliport;;SA;BR;BR-SP;Santo André;;;-23.663056, -46.505833
BR-1843;small_airport;Água Branca Airport;667.0;SA;BR;BR-PA;Itaituba;;;-6.393807, -56.289623
BR-1844;small_airport;Comandante Tonho Dondê Airport;1969.0;SA;BR;BR-MT;Primavera do Leste;;;-15.245307, -54.492437
BR-1845;heliport;Reik Morumbi Heliport;2648.0;SA;BR;BR-SP;São Paulo;SNRW;SP0729;-23.597926, -46.707192
BR-1846;small_airport;Fazenda Piúna Airport;1427.0;SA;BR;BR-MS;Anaurilândia;SDIN;MS0034;-21.886569, -52.930434
BR-1847;small_airport;Fazenda Mastruz com Leite Airstrip;718.0;SA;BR;BR-MA;Bom Jardim;SN32;MA0170;-4.138056, -46.776667
BR-1848;small_airport;Fazenda Bela Nova Airstrip;712.0;SA;BR;BR-BA;Itaju do Colônia;SJNO;BA0117;-15.033421, -39.664571
BR-1849;small_airport;Fazenda Lago Bonito Airport;768.0;SA;BR;BR-GO;Mundo Novo;SN64;GO0318;-13.60093, -50.31369
BR-1850;small_airport;Deputado Moraes Souza Airport;190.0;SA;BR;BR-PI;Buriti dos Lopes;SJXE;PI0030;-3.154685, -41.868056
BR-1851;heliport;Estádio Olímpico João Havelange Heliport;85.0;SA;BR;BR-RJ;Rio de Janeiro;SDJE;RJ0045;-22.893143, -43.294267
BR-1852;heliport;Igreja Mundial do Poder de Deus - IMPD Helipad;2474.0;SA;BR;BR-SP;São Paulo;SDJP;SP0365;-23.550791, -46.620773
BR-1853;small_airport;Fazenda Recanto Airport;1512.0;SA;BR;BR-MS;Sidrolândia;SNOR;MS0223;-21.065631, -55.029691
BR-1854;small_airport;Fazenda Retiro da Matão Airport;1122.0;SA;BR;BR-GO;Porangatu;SNPF;GO0102;-13.488333, -49.032726
BR-1855;heliport;Serra Heliport;2690.0;SA;BR;BR-CE;Guaramiranga;SN36;CE0170;-4.211389, -38.944444
BR-1856;small_airport;Fazenda Santa Maria Airstrip;1171.0;SA;BR;BR-MS;Nova Lacerda;SN42;MS0600;-23.701389, -54.79
BR-1857;small_airport;Fazenda Sertaneja Airport;892.0;SA;BR;BR-MT;Alta Floresta;SWZR;MT0942;-9.704158, -56.01164
BR-1858;small_airport;Fazenda Zancchetin Airport;1362.0;SA;BR;BR-MT;Lucas do Rio Verde;SWYX;MT0952;-13.020475, -56.125582
BR-1859;small_airport;Jambeiro Airport;722.0;SA;BR;BR-MT;Serra Nova Dourada;SD44;MT0961;-11.829167, -51.179167
BR-1860;heliport;Quinta dos Pinheiros Heliport;2726.0;SA;BR;BR-SP;Jarinu;SN74;SP1459;-23.173611, -46.736667
BR-1861;small_airport;Fazenda Cabeceira Airport.;2159.0;SA;BR;BR-MT;Dom Aquino;SDNC;MT0045;-15.430446, -54.738151
BR-1862;small_airport;Fazenda Integrada Airport;3038.0;SA;BR;BR-BA;Correntina;SWZV;BA0428;-13.793333, -46.038611
BR-1863;small_airport;Registro State Airport;82.0;SA;BR;BR-SP;Registro;SSRG;SP0030;-24.531699, -47.840502
BR-1864;small_airport;Bomar Airport;52.0;SA;BR;BR-CE;Amontada;;CE0021;-3.090236, -39.660237
BR-1865;heliport;Escarpas Heliport;2808.0;SA;BR;BR-GO;Abadiânia;SIA8;GO0322;-16.212867, -48.509056
BR-1866;small_airport;Fazenda Rio Fontoura Airport;1043.0;SA;BR;BR-MT;São Félix do Araguaia;SSUR;MT0315;-11.564245, -52.257381
BR-1867;small_airport;Fazenda Barranco Alto Airport;761.0;SA;BR;BR-RO;Corumbiara;SN87;RO0090;-12.986389, -61.179167
BR-1868;small_airport;Fazenda Paraiso Rio Galhão III Airstrip;2559.0;SA;BR;BR-TO;Mateiros;SN86;TO0131;-10.535042, -45.984364
BR-1869;small_airport;Guariba Airstrip;125.0;SA;BR;BR-RR;Normandia;SDLM;RR0007;3.855278, -59.926667
BR-1870;small_airport;Simolândia Airstrip;1738.0;SA;BR;BR-GO;Simolândia;;;-14.46482, -46.475944
BR-1871;heliport;Litucera Helipad;2447.0;SA;BR;BR-SP;Vinhedo;SDLT;SP0383;-23.039701, -46.983492
BR-1872;small_airport;Agropecuária Cachoeira Airport;1804.0;SA;BR;BR-MS;Jaraguari;SIEC;MS0073;-20.051574, -54.256768
BR-1873;small_airport;Fazenda Mendonça Airport;2362.0;SA;BR;BR-MG;São Sebastião do Oeste;SIEO;MG0097;-20.231536, -44.925753
BR-1874;small_airport;Fazenda Cordilheira Airstrip;479.0;SA;BR;BR-MS;Miranda;SN88;MS0711;-19.953604, -56.885376
BR-1875;heliport;Fazenda Quinzeiro Moeda Heliport;2628.0;SA;BR;BR-MG;Moeda;SWQM;MG0285;-20.32206, -44.041917
BR-1876;small_airport;Caxiuanã 3 Airstrip;167.0;SA;BR;BR-PA;Portel;SN83;PA0380;-2.166144, -51.723976
BR-1877;small_airport;Fazenda Itapuã  Airport;1204.0;SA;BR;BR-MA;Cidelândia;SN84;MA0162;-4.943056, -47.971944
BR-1878;small_airport;Fazenda Barcelona Airport;2543.0;SA;BR;BR-BA;Formosa do Rio Preto;;;-10.56544, -45.700335
BR-1879;small_airport;Miguel Rodrigues de Barros Airport;1860.0;SA;BR;BR-GO;Edéia;SSZM;GO0113;-17.306389, -49.960833
BR-1880;small_airport;Fazenda Carandazal Airport;354.0;SA;BR;BR-MT;Cáceres;SSZN;MT0323;-16.710106, -58.115506
BR-1881;small_airport;Fazenda Planalto das Emas Airport;3205.0;SA;BR;BR-BA;Jaborandi;SWIE;BA0179;-14.098546, -46.135549
BR-1882;small_airport;Fazenda Rainha da Serra Airport;1650.0;SA;BR;BR-PI;Uruçuí;SSXY;PI0041;-7.942778, -44.383611
BR-1883;small_airport;Zirondi Airport;276.0;SA;BR;BR-RO;Porto Velho;SSZD;RO0026;-8.774167, -63.733891
BR-1884;small_airport;Fazenda Futura Airport;1424.0;SA;BR;BR-MT;Nova Ubiratã;SWPA;MT0377;-13.122002, -55.070662
BR-1885;heliport;Fazenda Santo Antônio Heliport.;2205.0;SA;BR;BR-SP;Moji-Mirim;SWPJ;SP0850;-22.46468, -46.912605
BR-1886;small_airport;CEA-Caçapava Airport;2198.0;SA;BR;BR-SP;Caçapava;SWPW;SP0280;-23.126104, -45.6643
BR-1887;small_airport;Aldeia Kubenkrankenh Airstrip;1145.0;SA;BR;BR-PA;Ourilândia do Norte;SWQK;PA0148;-8.141166, -52.122089
BR-1888;small_airport;Fazenda Santa Vitória-MT Airport;869.0;SA;BR;BR-MT;Tabaporã;SIPV;MT0566;-11.420057, -55.816018
BR-1889;small_airport;Cical Taxi Aéreo e Agro Pecuária Airport;318.0;SA;BR;BR-RR;Água Clara;SN73;RR0142;3.043056, -60.947778
BR-1890;small_airport;Fazenda Buriti Airport;981.0;SA;BR;BR-MT;Peixoto de Azevedo;SN76;MT0962;-9.774432, -53.65478
BR-1891;small_airport;Fazenda Cachoeira Airport;2385.0;SA;BR;BR-MT;Barra do Garças;SN75;MT0927;-15.684286, -52.561622
BR-1892;small_airport;Fazenda Mata Verde Airport;1056.0;SA;BR;BR-MT;Itanhangá;SN79;MT0964;-12.017364, -56.840841
BR-1893;small_airport;Fazenda Lança Airport;1299.0;SA;BR;BR-MS;Rio Brilhante;SN77;MS0670;-21.806963, -54.294761
BR-1894;small_airport;Nelson Braido Airport;761.0;SA;BR;BR-MT;Nova Lacerda;SN46;MT0898;-14.217754, -60.00168
BR-1895;heliport;Mabra I Heliport;2238.0;SA;BR;BR-GO;Nazário;SWMM;GO0179;-16.616285, -49.882775
BR-1896;heliport;Vera Gol Heliport;30.0;SA;BR;BR-RJ;Itaboraí;SWWG;RJ0168;-22.753151, -42.879624
BR-1897;small_airport;Aerovaço Airport;853.0;SA;BR;BR-MG;Bom Jesus do Galho;SJWA;MG0136;-19.588494, -42.46168
BR-1898;small_airport;Pastoreio Airport;98.0;SA;BR;BR-RS;Santa Vitória do Palmar;SIQ9;RS0207;-33.185828, -52.999231
BR-1899;heliport;MS Maragogi Heliport;30.0;SA;BR;BR-AL;Maragogi;SSEO;AL0020;-9.023025, -35.225023
BR-1900;small_airport;PCH Rio Claro Airport;1184.0;SA;BR;BR-MT;São José do Rio Claro;SN8J;MT0595;-13.788961, -56.689408
BR-1901;heliport;Boa Vista Heliport;2992.0;SA;BR;BR-GO;Conceição do Mato Dentro;SJ9O;MG0609;-19.053825, -43.421217
BR-1902;small_airport;Gold Bravo Airstrip;722.0;SA;BR;BR-PA;Itaituba;SWXP;PA0377;-5.793699, -57.051865
BR-1903;small_airport;Fazenda Sol Nascente Airstrip;652.0;SA;BR;BR-PA;Itaituba;SD04;PA0386;-5.490195, -57.214889
BR-1904;small_airport;Fazenda Coperbrás Airport;3304.0;SA;BR;BR-DF;Brasília;SJXU;DF0006;-15.751462, -47.545041
BR-1905;small_airport;Fazenda Reunidas Pedreira Airstrip;2867.0;SA;BR;BR-GO;Caiapônia;;GO0080;-17.240707, -51.494742
BR-1906;small_airport;Fazenda Santa Felicidade Airport;1194.0;SA;BR;BR-MT;Santa Carmem;SIW9;MT1034;-11.816111, -54.875556
BR-1907;small_airport;Fazenda Vale do Marapé Airport;994.0;SA;BR;BR-MT;Nova Mutum;SIX9;MT1035;-12.901972, -56.736653
BR-1908;heliport;Itaú - Data Center Mogi Mirim Heliport;2277.0;SA;BR;BR-SP;Moji-Mirim;SWID;SP0813;-22.49094, -46.974564
BR-1909;heliport;Igarashi 3 Helipad;4035.0;SA;BR;BR-GO;Planaltina;SWIG;GO0176;-15.181389, -47.591944
BR-1910;small_airport;Fazenda Progresso Airstrip;681.0;SA;BR;BR-TO;Araguacema;SIM6;TO0135;-8.892894, -49.351772
BR-1911;small_airport;Fazenda Mustang II Airport;315.0;SA;BR;BR-RO;Candeias do Jamari;SWLM;RO0031;-9.245278, -63.556667
BR-1912;small_airport;Fazenda Triunfo Airport;1923.0;SA;BR;BR-MS;Sonora;SIMP;MS0489;-17.6382, -54.0787
BR-1913;small_airport;Coopersantafé Airstrip;2737.0;SA;BR;BR-BA;Cocos;SN92;BA0467;-14.664017, -45.376125
BR-1914;heliport;Fazenda Guararemas Heliport;2772.0;SA;BR;BR-RJ;Paraíba do Sul;SN93;RJ0391;-22.321192, -43.281383
BR-1916;small_airport;Aldeia Rio Vermelho (Krénhêdjã) Airstrip;791.0;SA;BR;BR-PA;Ourilândia do Norte;SWKH;PA0143;-7.661146, -51.619498
BR-1917;heliport;Fazenda Santa Cruz Heliport;2526.0;SA;BR;BR-SP;Atibaia;SN9R;SP1469;-23.1056, -46.626881
BR-1918;heliport;Helicentro CGRANZA Heliport;125.0;SA;BR;BR-SC;Camboriú;SD7V;SC0228;-26.993752, -48.663776
BR-1919;heliport;Bon Voyage Heliport;194.0;SA;BR;BR-SC;Pomerode;SD40;SC0224;-26.760776, -49.174032
BR-1920;small_airport;Fazenda Campo Alegre Airstrip;344.0;SA;BR;BR-MS;Corumbá;SN63;MS0668;-18.56111, -56.871854
BR-1921;small_airport;Fazenda Santa Helena Airport;1734.0;SA;BR;BR-MS;Ribas do Rio Pardo;SWYA;MT0434;-20.200436, -53.336495
BR-1922;small_airport;Paraíba Aeroclube;371.0;SA;BR;BR-PB;São Miguel de Taipu;;PB0018;-7.246443, -35.173947
BR-1923;heliport;Reserva do Toque Heliport;92.0;SA;BR;BR-AL;São Miguel dos Milagres;SWQR;AL0019;-9.255233, -35.370968
BR-1924;small_airport;Fazenda Conceição Airport;1398.0;SA;BR;BR-BA;Wanderle;SN37;BA0443;-11.448803, -43.865304
BR-1925;small_airport;Fazenda Branca - Xangrilá Airport;2651.0;SA;BR;BR-MT;Vale de São Domingos;SJT4;MT0953;-14.607462, -58.780025
BR-1926;small_airport;Fazenda Lagoa das Conchas Airport;348.0;SA;BR;BR-MT;Colniza;;;-9.099247, -61.192789
BR-1927;small_airport;Fazenda Maravilha Airport;1255.0;SA;BR;BR-MT;Sorriso;SNB3;MT1071;-12.681798, -55.67655
BR-1928;small_airport;Fazenda Juína Airport;1100.0;SA;BR;BR-MT;Juína;;;-11.642902, -59.087344
BR-1929;small_airport;Fazenda Pau Brasil Airport;1030.0;SA;BR;BR-MA;Itinga do Maranhão;SI8F;MA0154;-4.653611, -47.504444
BR-1930;heliport;Helibúzios Heliport;7.0;SA;BR;BR-RJ;Armação de Búzios;SWXH;RJ0171;-22.755278, -41.960833
BR-1931;small_airport;Fazenda Taquarussu Airstrip;1089.0;SA;BR;BR-MS;Sete Quedas;SWQQ;MS0408;-23.903611, -54.981944
BR-1932;small_airport;Fazenda São Sebastião Airport;1654.0;SA;BR;BR-MS;Ribas do Rio Pardo;SWNL;MS0387;-20.179167, -54.051667
BR-1933;heliport;Samarco Mina do Germano Heliport;3333.0;SA;BR;BR-MG;Mariana;SWNG;MG0284;-20.19918, -43.489798
BR-1934;small_airport;Fazenda Nebraska Airstrip;1785.0;SA;BR;BR-MA;Balsas;SN99;MA0191;-8.927417, -46.506019
BR-1935;closed;Fazenda Sao Sebastiao Airport;919.0;SA;BR;BR-RO;Sao Jose so Barreiro;;;-12.736300468445, -61.110198974609
BR-1936;closed;Aurea Airport;3700.0;SA;BR;BR-MG;Serra Do Salitre;;;-19.287399291992, -46.511699676514
BR-1937;closed;Fazenda Alamo Airport;2434.0;SA;BR;BR-SP;Sao Carlos;;;-21.815201, -47.900678
BR-1938;closed;Fazenda Itaquere Airport;2257.0;SA;BR;BR-SP;Araraquara;;;-21.6546, -48.2663
BR-1939;closed;Aeroclube Airport;164.0;SA;BR;BR-RJ;Nova Iguaçu;;;-22.746482, -43.464918
BR-1940;closed;Leda Mello Resende Airport;3050.0;SA;BR;BR-MG;Três Pontas;;;-21.3719, -45.4949
BR-1941;closed;Usina Porto Primavera Airport;1067.0;SA;BR;BR-SP;Rosana;;;-22.5256004333, -52.9721984863
BR-1942;closed;Santo Antônio do Amparo Airport;3601.0;SA;BR;BR-MG;Santo Antônio do Amparo;;;-20.9135, -44.892899
BR-1943;closed;Belo Jardim Airport;2100.0;SA;BR;BR-PE;Belo Jardim;;;-8.34527, -36.4412
BR-1944;closed;Divisa Airport;2710.0;SA;BR;BR-BA;Encruzilhada;;;-15.519444, -40.872501
BR-1945;closed;Guanhães Airport;2618.0;SA;BR;BR-MG;Guanhães;;;-18.707701, -42.838902
BR-1946;closed;Herbert Mata Pires Airport;1188.0;SA;BR;BR-BA;Itaberaba;;;-12.402464, -40.474655
BR-1947;closed;Aeroclube da Paraíba Airport;16.0;SA;BR;BR-PB;João Pessoa;;;-7.09199, -34.841599
BR-1948;closed;Santana do Araguaia Airport;597.0;SA;BR;BR-PA;Santana do Araguaia;;;-9.31997, -50.328499
BR-1949;closed;Fazenda Do Cantagalo Airport;1576.0;SA;BR;BR-MG;Piedras do Maria Da Cruz;;;-15.395899772644, -44.145198822021
BR-1950;closed;São Raimundo Nonato Airport;1247.0;SA;BR;BR-PI;São Raimundo Nonato;;;-9.03, -42.68
BR-1951;closed;Dionísio Cerqueira Airport;2723.0;SA;BR;BR-SC;Dionísio Cerqueira;;;-26.288344, -53.6308
BR-1952;closed;Spessato Aviacao Agricola Airport;1470.0;SA;BR;BR-MS;Dourados;;;-22.215900421143, -54.741901397705
BR-1953;closed;Fazenda Recreio 3 Airport;1509.0;SA;BR;BR-MS;Ribas do Rio Pardo;;;-20.207542, -53.778935
BR-1954;closed;Fazenda San Marino Airport;1476.0;SA;BR;BR-MS;Tres Lagoas;;;-20.102199554443, -52.443901062012
BR-1955;closed;Avelino Vieira Airport;2641.0;SA;BR;BR-PR;Arapoti;;;-24.103901, -49.789101
BR-1956;closed;Alcimar Leitão Airport;394.0;SA;BR;BR-AC;Feijó;;;-8.16558, -70.352997
BR-1957;closed;Santa Helena de Goiás Airport;1591.0;SA;BR;BR-GO;Santa Helena de Goiás;;;-17.827238, -50.588033
BR-1958;closed;Old Cacoal Airport;640.0;SA;BR;BR-RO;Cacoal;;;-11.43, -61.48
BR-1959;closed;Furnas Airport;2413.0;SA;BR;BR-MG;São José da Barra;;;-20.702801, -46.3353
BR-1960;closed;Belém/Brigadeiro Protásio de Oliveira Airport;52.0;SA;BR;BR-PA;Belém;;;-1.415051, -48.459805
BR-1961;closed;Pedro Otacílio Figueiredo Airport;3002.0;SA;BR;BR-BA;Vitória da Conquista;;;-14.862567, -40.863186
BR-1962;closed;Urubupunga Airport;1169.0;SA;BR;BR-SP;Castilho;;;-20.7771, -51.5648
BR-1963;closed;Alto Garças Airport;2707.0;SA;BR;BR-MT;Alto Garças;;;-16.92, -53.54
BR-1964;closed;Brasileia Airport;489.0;SA;BR;BR-AC;Brasileila;;;-11.0169, -68.733902
BR-1965;closed;Buriti Alegre Airport;2848.0;SA;BR;BR-GO;Buriti Alegre;;;-18.116373, -49.048877
BR-1966;closed;Dores Do Indaia Airport;2490.0;SA;BR;BR-MG;Dores Do Indiaia;;;-19.457199, -45.5844
BR-1967;closed;Eunápolis Airport;610.0;SA;BR;BR-BA;Eunápolis;;;-16.329201, -39.5769
BR-1968;closed;Ipua Faz Alianca Airport;2375.0;SA;BR;BR-SP;Ipua;;;-20.504999160767, -48.044200897217
BR-1969;closed;Irai - Vicente Dutra Airport;1152.0;SA;BR;BR-RS;Irai;;;-27.193945, -53.236384
BR-1970;closed;Laguna-Anita Garibaldi Airport;20.0;SA;BR;BR-SC;Laguna;;;-28.389, -48.754051
BR-1971;closed;Nonoaí Airport;1969.0;SA;BR;BR-RS;Nonoaí;;;-27.369023, -52.763246
BR-1972;closed;Portoferreir Han Airport;1870.0;SA;BR;BR-SP;Porto Ferreira;;;-21.874200820923, -47.473899841309
BR-1973;closed;São Domingos Airport;787.0;SA;BR;BR-MA;São Domingos Do Maranhão;;;-5.573609828949, -44.431701660156
BR-1974;closed;Usina Sao Geraldo Airport;1804.0;SA;BR;BR-SP;Ribeiro Preto;;;-21.130800247192, -48.066398620605
BR-1975;closed;Venâncio Aires Airport;226.0;SA;BR;BR-RS;Venâncio Aires;;;-29.6131, -52.217201
BR-1976;closed;Encanta Moça Airport;10.0;SA;BR;BR-PE;Recife;;;-8.094491, -34.891645
BR-1977;closed;Magalhaes de Almeida Airport;203.0;SA;BR;BR-MA;Codo;;;-4.476961, -43.889902
BR-1978;closed;Suia-Missu Airport;;SA;BR;BR-MT;Alto Boa Vista;;;-11.671699523926, -51.434700012207
BR-1979;closed;Novo Paraiso Airport;213.0;SA;BR;BR-RR;Novo Paraiso;;;1.2381900548935, -60.486301422119
BR-1980;closed;Tucuma Airport;59.0;SA;BR;BR-AM;Tucuma;;;-3.9670000076294, -66.432998657227
BR-1981;closed;Petrobras P-15 Platform Helideck;;SA;BR;BR-RJ;Macaé;;;-22.6775, -40.606098
BR-1982;closed;Sao Roque Airport;853.0;SA;BR;BR-SP;Sao Roque;;;-23.517000198364, -47.117000579834
BR-1983;closed;Maju Heliport;1247.0;SA;BR;BR-SP;Araçatuba;;;-21.093179, -50.47971
BR-1984;closed;Auxiliar I Heliport;2539.0;SA;BR;BR-SP;São Paulo;;;-23.631945, -46.713614
BR-1985;closed;Jimenez Heliport;2658.0;SA;BR;BR-SP;Piedade;;;-23.709443, -47.425556
BR-1986;closed;Os Bandeirantes Helipad;2579.0;SA;BR;BR-SP;São Paulo;;;-23.576097, -46.687217
BR-1987;closed;Banco de Boston Heliport;2565.0;SA;BR;BR-SP;São Paulo;;;-23.544701, -46.635557
BR-1988;closed;KMS Heliport;2521.0;SA;BR;BR-SP;Barueri;;;-23.505276, -46.844723
BR-1989;closed;Refinaria Presidente Bernardes Heliport;23.0;SA;BR;BR-SP;Cubatão;;;-23.887777, -46.427776
BR-1990;closed;Country Club Orgabil Airport;1253.0;SA;BR;BR-SP;Araçatuba;;;-21.218741, -50.40596
BR-1991;closed;CBS Heliport;2653.0;SA;BR;BR-SP;São Paulo;;;-23.584708, -46.671238
BR-1992;closed;Band Heliport;2589.0;SA;BR;BR-SP;São Paulo;;;-23.642735, -46.735668
BR-1993;closed;Cabiúnas Heliport;66.0;SA;BR;BR-RJ;Macaé;;;-22.284475, -41.71748
BR-1994;closed;Condomínio Edifício Itaquere Heliport;2621.0;SA;BR;BR-SP;São Paulo;;;-23.582104, -46.681976
BR-1995;closed;Panco 10 Heliport;58.0;SA;BR;BR-RJ;Duque de Caxias;;;-22.6667, -43.296101
BR-1996;closed;Sul América Seguros Heliport;2555.0;SA;BR;BR-SP;São Paulo;;;-23.607779, -46.700558
BR-1997;closed;Dona Marta Heliport;1145.0;SA;BR;BR-RJ;Rio de Janeiro;;;-22.946767, -43.198348
BR-1998;closed;Delta Plaza Helipad;2918.0;SA;BR;BR-SP;São Paulo;;;-23.567953, -46.64603
BR-1999;closed;Delmar Heliport;7.0;SA;BR;BR-SP;Guarujá;;;-23.921702, -46.213271
BR-2000;closed;Ericson do Brasil Heliport;1875.0;SA;BR;BR-SP;São José Dos Campos;;;-23.061943, -45.782501
BR-2001;closed;Rancho Villela Airport;1801.0;SA;BR;BR-SP;Itaí;;;-23.570278, -48.863335
BR-2002;closed;Fazenda Ipameri Airport;1280.0;SA;BR;BR-SP;Osvaldo Cruz;;;-21.63139, -50.808887
BR-2003;closed;Vivo Barra Funda Heliport;2441.0;SA;BR;BR-SP;São Paulo;;;-23.509166, -46.68111
BR-2004;closed;Fazenda Fartura Airport;1647.0;SA;BR;BR-SP;Ocauçu;;;-22.367222, -49.946945
BR-2005;closed;Guararapes Airport;1312.0;SA;BR;BR-SP;Guararapes;;;-21.263056, -50.652579
BR-2006;closed;Panco 13 Heliport;112.0;SA;BR;BR-RJ;Itaboraí;;;-22.756399, -42.890301
